report_number,local_case_number,agency_name,acrs_report_type,Crash_date,route_type,road_name,Cross-Street,Cross-Street Name,Related-Non-Motorist,Collision-Type,Weather,Surface_Condition,Light,Traffic_Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID-Driver,Driver At Fault,Injury Severity,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Equipment Problems,Latitude,Longitude,Person ID_pedestrian,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,Pedestrian_At_Fault,Injury Severity_pedestrian,Related Non-Motorist,Driver Substance Abuse,Non-Motorist Substance Abuse
MCP1595000G,16040812,Montgomery County Police,Injury Crash,8/11/2016 16:22,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,C0485500-5D3B-4033-B12F-58549EE385A9,Yes,NO APPARENT INJURY,INATTENTIVE OR LOST IN THOUGHT,MD,94FF3024-C299-4291-AF0A-992CA8355EFC,UNKNOWN,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,STARTING FROM PARKED,Unknown,Unknown,10,No,No,2012,VOLKSWAGEN,4S,UNKNOWN,39.03954833,-77.05194833,40DA36B9-CA65-404B-9EBA-337275035094,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,UNKNOWN,No,POSSIBLE INJURY,PEDESTRIAN,UNKNOWN,UNKNOWN
MCP00360092,180063858,Montgomery County Police,Injury Crash,12/21/2018 18:04,Maryland (State),WOODFIELD RD,County,VALLEY PARK DR,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,NONE DETECTED,11941B84-578B-4BE6-916D-6995A7CC7453,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,A6888301-2A26-45D9-AD88-53D3C647C8D6,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,North,40,No,No,2007,CHEVY,AVALANCHE,NO MISUSE,39.27831167,-77.203655,62DBAD2A-D3D5-4DC1-8394-ADFEC8E2DF48,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2866005S,190049843,Montgomery County Police,Injury Crash,10/17/2019 16:19,County,MONTROSE AVE,County,WEYMOUTH ST,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,178A6506-99E3-401D-A70B-4A2E5E6E21B9,No,NO APPARENT INJURY,NOT DISTRACTED,MD,D3093F8D-DEC2-4D8B-BD99-69ED1A7C5CF4,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,South,25,No,No,2019,HONDA,4DS,NO MISUSE,39.02835348,-77.09771704,4620236A-EB75-4841-BA12-0EC10A11833C,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP26230025,15060091,MONTGOMERY,Injury Crash,11/24/2015 14:52,County,CEDAR ST,County,WAYNE AVE,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,6CC2BD42-7F83-46AA-B483-120C35DAB860,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,8CD34368-4C69-4E06-BAF6-FDAB94833B5D,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,TRANSIT BUS,MAKING LEFT TURN,North,East,30,No,No,2001,ORION,V BUS,NO MISUSE,38.99713833,-77.02170833,F2AA8D51-0211-4F11-B6BE-9D35C009967A,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
DD5623000C,170529119,Rockville Police Departme,Injury Crash,9/7/2017 7:49,Maryland (State),ROCKVILLE PIKE,Municipality,RICHARD MONTGOMERY DR,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,2E462B32-D202-43ED-BE20-E7F4E519DEB2,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,FAF52AA7-9046-4BCE-ABAF-1C6BD520A06C,SUPERFICIAL,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,ACCELERATING,North,North,30,No,No,2012,NISS,ALTIMA,NO MISUSE,39.08063033,-77.14393733,7E3591CB-62F8-491C-A6A9-E34AA61A3084,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2755000S,16052965,Montgomery County Police,Injury Crash,10/15/2016 0:04,County,ARCOLA AVE,Maryland (State),UNIVERSITY BLVD W,PEDESTRIAN,OTHER,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,C2F1BE6A-C0B7-4AED-B06F-CB354ED9C0ED,No,NO APPARENT INJURY,UNKNOWN,MD,57F31476-FB5A-4F78-B409-2EEEAE328B5E,FUNCTIONAL,TWELVE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,No,No,2015,HONDA,4D,UNKNOWN,39.03546126,-77.02589214,B64507D9-8CAF-482D-B1A2-DDF90FB553E2,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
MCP2850000S,15034760,MONTGOMERY,Injury Crash,7/15/2015 13:07,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,DD790FB3-FFC8-4D67-8390-E6501F4F1CDD,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,DC,1ED3295F-363B-44A4-B4FE-B5A217912D3F,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,South,15,No,No,2013,HYUNDAI,TUCSAN,NO MISUSE,39.03736333,-77.05747333,895990FA-1CC4-453E-BC13-8705CB20F8E7,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2987001H,17000541,Montgomery County Police,Injury Crash,1/4/2017 7:00,Maryland (State),PINEY BRANCH RD,Other Public Roadway,CARROLL AVE,PEDESTRIAN,OTHER,CLEAR,DRY,OTHER,OTHER,UNKNOWN,NONE DETECTED,211564D3-BDAF-4863-8479-4958BC1B40EE,Yes,NO APPARENT INJURY,UNKNOWN,MD,BD7D5F4A-2A5D-4519-B4D9-10F5FAE92CC4,UNKNOWN,ELEVEN OCLOCK,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,40,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.00118899,-76.98752046,1752C0D3-37E6-45EA-BA80-0D28FF93DEE6,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
MCP2617002R,16065629,Montgomery County Police,Property Damage Crash,12/22/2016 8:16,Maryland (State),MASSACHUSETTS AVE,County,WESTBARD AVE,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,C2FF2156-208D-40FA-A22B-7DD0E476553F,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,FCFD1AA6-EC53-4DFF-A038-783F40B60794,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,North,35,No,No,2007,TOYOTA,RAV4,NO MISUSE,38.95845667,-77.10993833,F298094D-3987-488F-A3B7-77BEA038ED20,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,NO APPARENT INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
DD5601000H,15001410,Rockville Police Departme,Injury Crash,1/9/2015 14:56,Maryland (State),ROCKVILLE PIKE,Municipality,MONROE PL,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,B6526F15-44A8-4D8A-86B8-F359A2005678,No,NO APPARENT INJURY,NOT DISTRACTED,MD,7363E43F-60FF-4910-A4E9-0EE6842414A0,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,South,35,No,No,2010,TOYOTA,COROLLA,NO MISUSE,39.08345,-77.14692333,1AC4359B-2F58-47DC-BE98-6BDDB5066101,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2363000Y,16051042,Montgomery County Police,Injury Crash,10/4/2016 19:15,Maryland (State),HUNGERFORD DR,Municipality,E MIDDLE LA,PEDESTRIAN,OTHER,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,NONE DETECTED,UNKNOWN,CEF9AE89-03DC-414F-AC7E-8B13B9987A33,Unknown,NO APPARENT INJURY,UNKNOWN,MD,FED07834-D60C-4FCF-B5F5-73E52370DD44,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2001,HOND,ACCORD,NO MISUSE,39.08511469,-77.14820623,747421AE-843C-485D-9E04-12CBD7B1CB21,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,AT INTERSECTION MARKED CROSSWALK,UNKNOWN,MIXED CLOTHING,Unknown,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,UNKNOWN
EJ7851001F,16014440,Gaithersburg Police Depar,Injury Crash,3/24/2016 8:00,Maryland (State),FREDERICK RD,Municipality,DALAMAR ST,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,EE089D96-4BDB-4B28-9F7B-E5C4B461B11F,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,24D8B256-27B9-4A0A-9C3B-16E9918B014C,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,OTHER,South,South,5,No,No,2017,NISSAN,SENTRA,NO MISUSE,39.14614584,-77.20441461,A284AA65-5A49-41A6-A106-ACDCC31B9813,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2556001M,170545616,Montgomery County Police,Injury Crash,12/1/2017 18:56,Maryland (State),FREDERICK RD,Maryland (State),MONTGOMERY VILLAGE AVE,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,NONE DETECTED,DCE5239D-7472-4A84-9B5B-233745CE9378,No,NO APPARENT INJURY,NOT DISTRACTED,MD,65D0BA59-E296-4521-8410-F3B7424B79F1,SUPERFICIAL,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,45,No,No,2002,VW,PASSAT,NO MISUSE,39.15134675,-77.21046098,1BC14C26-8291-4949-A6DC-F1D54F100005,PEDESTRIAN,Cross/Enter not at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,OTHER,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP1512001J,180031316,Montgomery County Police,Injury Crash,6/25/2018 17:25,Municipality,SIOUX LA,Maryland (State),GREAT SENECA HWY,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,830A0979-1471-4ECF-B670-9A5710D6C989,No,NO APPARENT INJURY,NOT DISTRACTED,MD,384D8188-8859-4BDA-AB18-47CB041A1888,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,West,25,No,No,2013,TOYT,SU,NO MISUSE,39.13089667,-77.23984833,0355CB62-C9F6-449A-A3F4-BB8E2E56943F,BICYCLIST,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP3089001J,180031265,Montgomery County Police,Injury Crash,6/25/2018 12:11,US (State),COLESVILLE RD,County,SPRING ST,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3B2D1B42-F58F-4D63-9BB2-5F1929B7454A,No,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,A036ABF8-6124-40A6-8889-84D8D632BAA9,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,TRANSIT BUS,SLOWING OR STOPPING,North,North,35,No,No,2014,GILL,BUS,NO MISUSE,38.99911167,-77.02601,98B9364D-5511-41AD-901E-8167F7D45A9A,BICYCLIST,Walking/Riding w/Traffic,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
DD56250028,190018901,Rockville Police Departme,Injury Crash,4/22/2019 20:50,Municipality,MARYLAND AVE,Municipality,E MIDDLE LA,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,ED7FC586-BE66-4CB4-B34C-791072D0BE92,No,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,0C26248D-89F4-4655-AD5B-1B166E155506,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,25,No,No,2014,HYUN,TK,NO MISUSE,39.08512197,-77.15094064,D16D03E7-B62B-48C5-91A4-5D19229405D8,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP29270010,16026289,Montgomery County Police,Property Damage Crash,5/26/2016 20:02,County,WAYNE AVE,Government,SLIGO CREEK PKWY,BICYCLIST,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,613EECC1-F504-4D06-BA45-1CDC04472BC3,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PA,84F2A22D-832E-46E8-A43C-2A38C275CDAB,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,East,30,No,No,2010,HONDA,SEDAN,NO MISUSE,38.99964857,-77.01058343,EFC21E43-6AA4-4479-B31D-D841A71EB42F,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2198008F,200047701,Montgomery County Police,Injury Crash,12/3/2020 19:06,County,SHADY GROVE RD,Unknown,CROSSOVER,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,25C12E40-2596-46C7-9EA0-A45176D23844,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,55568084-0365-44FF-B3FC-98D3FA2A3E50,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,ACCELERATING,North,North,25,No,No,2007,HYUNDAI,SUV,UNKNOWN,39.120055,-77.18045216,4B1A33EB-885A-432A-A5AC-AACAE87A8757,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,UNKNOWN,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2723000L,15024783,Montgomery County Police,Injury Crash,5/23/2015 9:34,County,OLD BALTIMORE RD,County,CARTER MILL WAY,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,61C7F9E9-2479-4F44-8F0F-9159BB66B8FF,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,432D5224-3557-4111-B686-C203B47D0D9E,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,West,30,No,No,2002,BUICK,RENDEVOUZ,NO MISUSE,39.17075167,-77.05024,79096F93-A6B0-4BAF-9BC9-48E4A4D8AF10,BICYCLIST,Cross/Enter at Intersection,UNKNOWN,SHOULDER,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP30190054,220035166,Montgomery County Police,Injury Crash,8/15/2022 15:30,Maryland (State),OLD GEORGETOWN RD,County,FAIRMONT AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,7324181B-DB01-4A32-A982-4DA70BC2062B,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,D3101282-8AAC-4A6E-8F66-77B4B39584C4,SUPERFICIAL,ELEVEN OCLOCK,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,East,South,25,No,No,2022,GMC,YUKON,NO MISUSE,38.98747245,-77.09797725,8C98EC9A-7D2D-4BD2-B935-42414F42DFD0,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3029003J,210038114,Montgomery County Police,Injury Crash,9/26/2021 17:10,County,BRIGGS CHANEY RD,County,NEES LA,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,CE42CC66-0984-49B6-8D5C-1C6907023F6C,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,6D7BC127-441A-491D-8661-0552A9FF4525,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,North,35,No,No,2020,CHEVROLET,MAILBU,NO MISUSE,39.087185,-76.96059167,8463C453-1C86-4B63-92B4-E0036B2F59D8,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,SHOULDER,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP29900005,16028058,Montgomery County Police,Injury Crash,6/5/2016 21:30,County,GEORGIA AVE,County,GEORGIA AVE,OTHER,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,606E3F69-309B-4894-9F90-8406938B6BE8,Unknown,NO APPARENT INJURY,BY OTHER OCCUPANTS,MD,482BB4C7-4EB0-4B8E-97E4-E0113911AF22,SUPERFICIAL,THREE OCLOCK,THREE OCLOCK,PASSENGER CAR,OTHER,Unknown,Unknown,0,No,No,2016,KIA,SUV,UNKNOWN,39.149935,-77.23389667,09CBDA3B-52CD-4E37-B517-DC1E411A07A3,OTHER,Cross/Enter at Intersection,OTHER,OTHER,NO PED. SIGNAL,MIXED CLOTHING,Unknown,POSSIBLE INJURY,OTHER,NONE DETECTED,NONE DETECTED
MCP209400GR,200049485,Montgomery County Police,Injury Crash,12/16/2020 10:33,County,WELLINGTON DR,County,STRATHMORE ST,PEDESTRIAN,OTHER,SNOW,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,6C8218DF-5BAA-4857-8EF8-C756749FA885,Yes,NO APPARENT INJURY,UNKNOWN,MD,FA39E265-5EE5-4620-AE6A-67D7F9A1FC70,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,West,North,25,No,No,2008,LEXSUS,RX,NO MISUSE,38.97928,-77.09307,01EC9BD3-E482-4A5E-8712-02CE29B1CD96,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2845000X,15018338,Montgomery County Police,Injury Crash,4/19/2015 11:54,County,LARISTON LA,County,LA GRANDE RD,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,60F237AA-5999-4106-B347-C36A3D544A68,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,4A548057-4F3F-44F4-A6A4-DEB0861CEE2B,NO DAMAGE,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,BACKING,East,East,30,No,No,2005,TOYT,HY,NO MISUSE,39.02471833,-76.989235,79CD1293-01BC-4835-BC78-099F288F3DF8,PEDESTRIAN,Walking/Riding against Traffic,NOT VISIBLE,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP10640087,180054932,Montgomery County Police,Injury Crash,11/2/2018 7:22,County,SECOND AVE,County,LUZERNE AVE,PEDESTRIAN,OTHER,CLOUDY,DRY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,NONE DETECTED,15A2E108-380F-4300-A59E-E58A0126599E,Yes,NO APPARENT INJURY,UNKNOWN,DC,C35F6198-BC91-421C-9777-5F3F4BE9456C,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,STARTING FROM LANE,North,North,25,No,No,2015,HONDA,CRV,NO MISUSE,39.00658333,-77.04286,D4DF902E-EE66-46BB-86C6-2DCA187296EA,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP27500021,16022884,Montgomery County Police,Injury Crash,5/8/2016 19:40,County,CLARIDGE RD,County,MEDWAY ST,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,A3F9308E-1AFA-4A71-BFA6-5E83EADF3384,No,NO APPARENT INJURY,UNKNOWN,MD,064D7D17-6C28-4266-B5B2-99151880D374,UNKNOWN,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,30,No,No,2016,HONDA,ACCORD,UNKNOWN,39.05222666,-77.0651865,EDA18A4D-721D-43A2-B6DF-A6E6887AB542,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
MCP25040013,16000449,Montgomery County Police,Injury Crash,1/3/2016 17:40,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DUSK,OTHER,NONE DETECTED,NONE DETECTED,8DCCABBC-5E28-4F8F-ABE6-CD533B07219B,Yes,NO APPARENT INJURY,ADJUSTING AUDIO AND OR CLIMATE CONTROLS,MD,73B95064-0104-44C1-8ABC-509193364C19,SUPERFICIAL,TEN OCLOCK,TEN OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,West,North,0,No,No,2011,TOYOTA,RAV4,NO MISUSE,39.039952,-77.15729,7D2231B3-619F-47BC-A5FD-C190EC7DF2C9,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP28820023,170525535,Montgomery County Police,Injury Crash,8/18/2017 14:55,County,GEORGIA AVE,County,GEORGIA AVE,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3BC09089-E794-49CC-AFE3-B259EBB3C014,No,NO APPARENT INJURY,NOT DISTRACTED,MD,D488204A-7AE9-4B66-887B-489D8FC9E6D4,SUPERFICIAL,EIGHT OCLOCK,EIGHT OCLOCK,PICKUP TRUCK,STOPPED IN TRAFFIC LANE,South,West,15,No,No,2003,TOYOTA,TACOMA,NO MISUSE,39.17810167,-77.26309833,30CB36A0-91F0-4487-950C-4A059417B60C,BICYCLIST,Playing,INATTENTIVE,OTHER,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
